iter	MultiClass
237	0.1115219372
238	0.1106658332
239	0.1097953609
240	0.1089344793
241	0.1080798158
242	0.1072642163
243	0.1065248777
244	0.1056886116
245	0.1048742075
246	0.1040572072
247	0.103265198
248	0.1025006845
249	0.1017209398
250	0.1009188755
251	0.1001257902
252	0.0993925424
253	0.09862899846
254	0.09788929757
255	0.09716261622
256	0.09647576313
257	0.09577285841
258	0.09504433909
259	0.09435315329
260	0.09368165748
261	0.09296673802
262	0.09233328019
263	0.0916625352
264	0.09099378909
265	0.0903372399
266	0.08967264618
267	0.08903165223
268	0.08840301095
269	0.08777842288
270	0.08716717134
271	0.08654404784
272	0.08593630861
273	0.08534911059
274	0.08475784459
275	0.08416162401
276	0.08356137603
277	0.08299981335
278	0.08244151194
279	0.08187916724
280	0.08132227958
281	0.08075214925
282	0.08022157307
283	0.07975802702
284	0.07921412051
285	0.07867216888
286	0.07814590944
287	0.07760977912
288	0.07707959679
289	0.07664122686
290	0.07615343301
291	0.07564362512
292	0.07514398225
293	0.07471816532
294	0.07421366507
295	0.07373339758
296	0.0732436798
297	0.07279884388
298	0.07233558199
299	0.07187171093
300	0.0714283544
301	0.07100306714
302	0.07055126973
303	0.07015568138
304	0.06973286041
305	0.06928131569
306	0.06883727628
307	0.06838523032
308	0.06794256366
309	0.06753268625
310	0.06710022899
311	0.06666919908
312	0.06623622861
313	0.06582657867
314	0.06544828751
315	0.06507088261
316	0.06466896213
317	0.06425662955
318	0.06394561096
319	0.0635513281
320	0.06324657053
321	0.06285364375
322	0.06255117856
323	0.06219947753
324	0.06184565328
325	0.0615375196
326	0.06118310076
327	0.06083089739
328	0.06059670285
329	0.0602623118
330	0.05994609794
331	0.05960153868
332	0.05924160008
333	0.05901883823
334	0.05867411811
335	0.05836421036
336	0.05802125935
337	0.05774185994
338	0.05745013507
339	0.05718099728
340	0.05687966907
341	0.05659243585
342	0.05632327209
343	0.05602303053
344	0.05570598521
345	0.05545477622
346	0.05521115199
347	0.0548884723
348	0.05456694027
349	0.05432918647
350	0.05404675371
351	0.05377294289
352	0.0534826919
353	0.05331418594
354	0.05301368995
355	0.05274508267
356	0.05248150272
357	0.0521943848
358	0.05202204229
359	0.05173547994
360	0.0515678585
361	0.05130193396
362	0.05110709934
363	0.05094170378
364	0.05072635724
365	0.05046857655
366	0.05025352117
367	0.0500687066
368	0.04987347105
369	0.04968184383
370	0.04952077859
371	0.04928679126
372	0.04904632027
373	0.04882331773
374	0.04867799861
375	0.04849454695
376	0.04840352604
377	0.04819960078
378	0.04797178542
379	0.04782794469
380	0.04774814195
381	0.04764997075
382	0.04743420056
383	0.04723730125
384	0.0471588903
385	0.04696847026
386	0.04680404987
387	0.04660121508
388	0.04646598343
389	0.04626392172
390	0.04607673615
391	0.04600248744
392	0.0459329468
393	0.04574502337
394	0.04567591297
395	0.04560857222
396	0.04553917429
397	0.04542606295
398	0.0452410671
399	0.04511609195
400	0.04488029732
401	0.04473937995
402	0.04459350389
403	0.04440892519
404	0.04424356036
405	0.04418525403
406	0.04412980582
407	0.04396821631
408	0.04381098606
409	0.04366776488
410	0.04355443121
411	0.04340486636
412	0.04326383696
413	0.04310330925
414	0.04295966185
415	0.04286196566
416	0.04268253315
417	0.0425909815
418	0.04253323218
419	0.04239368228
420	0.04228020834
421	0.04214359113
422	0.0419761202
423	0.04192431502
424	0.04182140366
425	0.04165510774
426	0.04150982836
427	0.04140445784
428	0.04128486853
429	0.04119380057
430	0.04102579808
431	0.04091083603
432	0.04078425798
433	0.04066874783
434	0.04053115274
435	0.04044907822
436	0.04040718223
437	0.04029080359
438	0.04018938198
439	0.04007918617
440	0.03993807995
441	0.03989664045
442	0.03982459089
443	0.03974307691
444	0.03967189616
445	0.03962844118
446	0.03954088387
447	0.03940583536
448	0.03936636508
449	0.0393274647
450	0.03928727893
451	0.03918197569
452	0.03906234138
453	0.0389519539
454	0.03883104926
455	0.03875842713
456	0.03864715685
457	0.03860789139
458	0.0385666081
459	0.03853372638
460	0.03846413935
461	0.03838386522
462	0.03834594042
463	0.03820814628
464	0.03810781551
465	0.0380758381
466	0.0380126522
467	0.03789634248
468	0.03778115322
469	0.0377443937
470	0.03761660447
471	0.03754574857
472	0.03743574772
473	0.03735274904
474	0.03732014064
475	0.03725674897
476	0.03718519811
477	0.03710528415
478	0.03706865869
479	0.03703833182
480	0.0370101982
481	0.03695101405
482	0.03691955582
483	0.03688751422
484	0.03685704479
485	0.03674964917
486	0.0367201965
487	0.03662083408
488	0.03659010577
489	0.03650259234
490	0.03647609268
491	0.03641959606
492	0.036298526
493	0.03622362073
494	0.03611555673
495	0.03604014042
496	0.03600031772
497	0.03594275137
498	0.03591432511
499	0.0358880913
